"title_rate_id_pk","title_rate_name","min_range","max_range","owner_rate","home_owner_rate","con_loan_rate","resi_loan_rate","con_full_loan_rate","region","status","created_at","modified_at"
"235",NULL,"2360001","2370000","4005","4406","2202","2800","3204","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"236",NULL,"2370001","2380000","4012","4413","2208","2800","3210","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"237",NULL,"2380001","2390000","4019","4421","2213","2800","3215","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"238",NULL,"2390001","2400000","4026","4429","2219","2800","3221","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"239",NULL,"2400001","2410000","4032","4435","2224","2800","3226","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"240",NULL,"2410001","2420000","4040","4444","2230","2800","3232","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"241",NULL,"2420001","2430000","4046","4451","2235","2800","3237","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"242",NULL,"2430001","2440000","4053","4458","2241","2800","3242","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"243",NULL,"2440001","2450000","4059","4465","2246","2800","3247","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"244",NULL,"2450001","2460000","4067","4474","2252","2800","3254","California","1","2019-12-18 16:31:18","2024-11-26 06:22:04"
"245",NULL,"2460001","2470000","4073","4480","2257","2800","3258","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"246",NULL,"2470001","2480000","4079","4487","2263","2800","3263","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"247",NULL,"2480001","2490000","4087","4496","2268","2800","3270","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"248",NULL,"2490001","2500000","4093","4502","2274","2800","3274","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"249",NULL,"2500001","2510000","4100","4510","2279","2800","3280","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"250",NULL,"2510001","2520000","4107","4518","2285","2800","3286","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"251",NULL,"2520001","2530000","4114","4525","2290","2800","3291","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"252",NULL,"2530001","2540000","4120","4532","2296","2800","3296","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"253",NULL,"2540001","2550000","4127","4540","2301","2800","3302","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"254",NULL,"2550001","2560000","4134","4547","2307","2800","3307","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"255",NULL,"2560001","2570000","4141","4555","2312","2800","3313","California","1","2019-12-18 16:31:19","2024-11-26 06:22:04"
"256",NULL,"2570001","2580000","4147","4562","2318","2800","3318","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"257",NULL,"2580001","2590000","4155","4571","2323","2800","3324","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"258",NULL,"2590001","2600000","4161","4577","2329","2800","3329","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"259",NULL,"2600001","2610000","4168","4585","2334","2800","3334","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"260",NULL,"2610001","2620000","4175","4593","2340","2800","3340","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"261",NULL,"2620001","2630000","4181","4599","2345","2800","3345","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"262",NULL,"2630001","2640000","4188","4607","2351","2800","3350","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"263",NULL,"2640001","2650000","4195","4615","2356","2800","3356","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"264",NULL,"2650001","2660000","4202","4622","2362","2800","3362","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"265",NULL,"2660001","2670000","4208","4629","2367","2800","3366","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"266",NULL,"2670001","2680000","4215","4637","2373","2800","3372","California","1","2019-12-18 16:31:20","2024-11-26 06:22:04"
"267",NULL,"2680001","2690000","4222","4644","2378","2800","3378","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"268",NULL,"2690001","2700000","4229","4652","2384","2800","3383","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"269",NULL,"2700001","2710000","4235","4659","2389","2800","3388","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"270",NULL,"2710001","2720000","4243","4667","2395","2800","3394","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"271",NULL,"2720001","2730000","4249","4674","2400","2800","3399","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"272",NULL,"2730001","2740000","4256","4682","2406","2800","3405","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"273",NULL,"2740001","2750000","4262","4688","2411","2800","3410","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"274",NULL,"2750001","2760000","4270","4697","2417","2800","3416","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"275",NULL,"2760001","2770000","4276","4704","2422","2800","3421","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"276",NULL,"2770001","2780000","4283","4711","2428","2800","3426","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"277",NULL,"2780001","2790000","4290","4719","2433","2800","3432","California","1","2019-12-18 16:31:21","2024-11-26 06:22:04"
"278",NULL,"2790001","2800000","4297","4727","2439","2800","3438","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"279",NULL,"2800001","2810000","4303","4733","2444","2800","3442","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"280",NULL,"2810001","2820000","4311","4742","2450","2800","3449","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"281",NULL,"2820001","2830000","4317","4749","2455","2800","3454","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"282",NULL,"2830001","2840000","4323","4755","2461","2800","3458","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"283",NULL,"2840001","2850000","4330","4763","2466","2800","3464","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"284",NULL,"2850001","2860000","4337","4771","2472","2800","3470","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"285",NULL,"2860001","2870000","4344","4778","2477","2800","3475","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"286",NULL,"2870001","2880000","4350","4785","2483","2800","3480","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"287",NULL,"2880001","2890000","4358","4794","2488","2800","3486","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"288",NULL,"2890001","2900000","4364","4800","2494","2800","3491","California","1","2019-12-18 16:31:22","2024-11-26 06:22:04"
"289",NULL,"2900001","2910000","4371","4808","2499","2800","3497","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"290",NULL,"2910001","2920000","4378","4816","2505","2800","3502","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"291",NULL,"2920001","2930000","4385","4824","2510","2800","3508","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"292",NULL,"2930001","2940000","4391","4830","2516","2800","3513","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"293",NULL,"2940001","2950000","4398","4838","2521","2800","3518","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"294",NULL,"2950001","2960000","4405","4846","2527","2800","3524","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"295",NULL,"2960001","2970000","4412","4853","2532","2800","3530","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"296",NULL,"2970001","2980000","4418","4860","2538","2800","3534","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"297",NULL,"2980001","2990000","4426","4869","2543","2800","3541","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"298",NULL,"2990001","3000000","4432","4875","2549","2800","3546","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"299",NULL,"3000001","3010000","0","0","0","0","0","California","1","2019-12-18 16:31:23","2024-11-26 06:22:04"
"300",NULL,"3010001","3020000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"301",NULL,"3020001","3030000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"302",NULL,"3030001","3040000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"303",NULL,"3040001","3050000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"304",NULL,"3050001","3060000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"305",NULL,"3060001","3070000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"306",NULL,"3070001","3080000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"307",NULL,"3080001","3090000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"308",NULL,"3090001","3100000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"309",NULL,"3100001","3110000","0","0","0","0","0","California","1","2019-12-18 16:31:24","2024-11-26 06:22:04"
"310",NULL,"3110001","3120000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"311",NULL,"3120001","3130000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"312",NULL,"3130001","3140000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"313",NULL,"3140001","3150000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"314",NULL,"3150001","3160000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"315",NULL,"3160001","3170000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"316",NULL,"3170001","3180000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"317",NULL,"3180001","3190000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"318",NULL,"3190001","3200000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"319",NULL,"3200001","3210000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"320",NULL,"3210001","3220000","0","0","0","0","0","California","1","2019-12-18 16:31:25","2024-11-26 06:22:04"
"321",NULL,"3220001","3230000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"322",NULL,"3230001","3240000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"323",NULL,"3240001","3250000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"324",NULL,"3250001","3260000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"325",NULL,"3260001","3270000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"326",NULL,"3270001","3280000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"327",NULL,"3280001","3290000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"328",NULL,"3290001","3300000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"329",NULL,"3300001","3310000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"330",NULL,"3310001","3320000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"331",NULL,"3320001","3330000","0","0","0","0","0","California","1","2019-12-18 16:31:26","2024-11-26 06:22:04"
"332",NULL,"3330001","3340000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"333",NULL,"3340001","3350000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"334",NULL,"3350001","3360000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"335",NULL,"3360001","3370000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"336",NULL,"3370001","3380000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"337",NULL,"3380001","3390000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"338",NULL,"3390001","3400000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"339",NULL,"3400001","3410000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"340",NULL,"3410001","3420000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"341",NULL,"3420001","3430000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"342",NULL,"3430001","3440000","0","0","0","0","0","California","1","2019-12-18 16:31:27","2024-11-26 06:22:05"
"343",NULL,"3440001","3450000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"344",NULL,"3450001","3460000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"345",NULL,"3460001","3470000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"346",NULL,"3470001","3480000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"347",NULL,"3480001","3490000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"348",NULL,"3490001","3500000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"349",NULL,"3500001","3510000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"350",NULL,"3510001","3520000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"351",NULL,"3520001","3530000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"352",NULL,"3530001","3540000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"353",NULL,"3540001","3550000","0","0","0","0","0","California","1","2019-12-18 16:31:28","2024-11-26 06:22:05"
"354",NULL,"3550001","3560000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"355",NULL,"3560001","3570000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"356",NULL,"3570001","3580000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"357",NULL,"3580001","3590000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"358",NULL,"3590001","3600000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"359",NULL,"3600001","3610000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"360",NULL,"3610001","3620000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"361",NULL,"3620001","3630000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"362",NULL,"3630001","3640000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"363",NULL,"3640001","3650000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"364",NULL,"3650001","3660000","0","0","0","0","0","California","1","2019-12-18 16:31:29","2024-11-26 06:22:05"
"365",NULL,"3660001","3670000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"366",NULL,"3670001","3680000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"367",NULL,"3680001","3690000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"368",NULL,"3690001","3700000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"369",NULL,"3700001","3710000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"370",NULL,"3710001","3720000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"371",NULL,"3720001","3730000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"372",NULL,"3730001","3740000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"373",NULL,"3740001","3750000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"374",NULL,"3750001","3760000","0","0","0","0","0","California","1","2019-12-18 16:31:30","2024-11-26 06:22:05"
"375",NULL,"3760001","3770000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"376",NULL,"3770001","3780000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"377",NULL,"3780001","3790000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"378",NULL,"3790001","3800000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"379",NULL,"3800001","3810000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"380",NULL,"3810001","3820000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"381",NULL,"3820001","3830000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"382",NULL,"3830001","3840000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"383",NULL,"3840001","3850000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"384",NULL,"3850001","3860000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"385",NULL,"3860001","3870000","0","0","0","0","0","California","1","2019-12-18 16:31:31","2024-11-26 06:22:05"
"386",NULL,"3870001","3880000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"387",NULL,"3880001","3890000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"388",NULL,"3890001","3900000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"389",NULL,"3900001","3910000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"390",NULL,"3910001","3920000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"391",NULL,"3920001","3930000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"392",NULL,"3930001","3940000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"393",NULL,"3940001","3950000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"394",NULL,"3950001","3960000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"395",NULL,"3960001","3970000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"396",NULL,"3970001","3980000","0","0","0","0","0","California","1","2019-12-18 16:31:32","2024-11-26 06:22:05"
"397",NULL,"3980001","3990000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"398",NULL,"3990001","4000000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"399",NULL,"4000001","4010000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"400",NULL,"4010001","4020000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"401",NULL,"4020001","4030000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"402",NULL,"4030001","4040000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"403",NULL,"4040001","4050000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"404",NULL,"4050001","4060000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"405",NULL,"4060001","4070000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"406",NULL,"4070001","4080000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"407",NULL,"4080001","4090000","0","0","0","0","0","California","1","2019-12-18 16:31:33","2024-11-26 06:22:05"
"408",NULL,"4090001","4100000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"409",NULL,"4100001","4110000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"410",NULL,"4110001","4120000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"411",NULL,"4120001","4130000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"412",NULL,"4130001","4140000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"413",NULL,"4140001","4150000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"414",NULL,"4150001","4160000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"415",NULL,"4160001","4170000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"416",NULL,"4170001","4180000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"417",NULL,"4180001","4190000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"418",NULL,"4190001","4200000","0","0","0","0","0","California","1","2019-12-18 16:31:34","2024-11-26 06:22:05"
"419",NULL,"4200001","4210000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"420",NULL,"4210001","4220000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"421",NULL,"4220001","4230000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"422",NULL,"4230001","4240000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"423",NULL,"4240001","4250000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"424",NULL,"4250001","4260000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"425",NULL,"4260001","4270000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"426",NULL,"4270001","4280000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"427",NULL,"4280001","4290000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"428",NULL,"4290001","4300000","0","0","0","0","0","California","1","2019-12-18 16:31:35","2024-11-26 06:22:05"
"429",NULL,"4300001","4310000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"430",NULL,"4310001","4320000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"431",NULL,"4320001","4330000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"432",NULL,"4330001","4340000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"433",NULL,"4340001","4350000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"434",NULL,"4350001","4360000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"435",NULL,"4360001","4370000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"436",NULL,"4370001","4380000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"437",NULL,"4380001","4390000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"438",NULL,"4390001","4400000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"439",NULL,"4400001","4410000","0","0","0","0","0","California","1","2019-12-18 16:31:36","2024-11-26 06:22:05"
"440",NULL,"4410001","4420000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"441",NULL,"4420001","4430000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"442",NULL,"4430001","4440000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"443",NULL,"4440001","4450000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"444",NULL,"4450001","4460000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"445",NULL,"4460001","4470000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"446",NULL,"4470001","4480000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"447",NULL,"4480001","4490000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"448",NULL,"4490001","4500000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"449",NULL,"4500001","4510000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"450",NULL,"4510001","4520000","0","0","0","0","0","California","1","2019-12-18 16:31:37","2024-11-26 06:22:05"
"451",NULL,"4520001","4530000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"452",NULL,"4530001","4540000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"453",NULL,"4540001","4550000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"454",NULL,"4550001","4560000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"455",NULL,"4560001","4570000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"456",NULL,"4570001","4580000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"457",NULL,"4580001","4590000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"458",NULL,"4590001","4600000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"459",NULL,"4600001","4610000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"460",NULL,"4610001","4620000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"461",NULL,"4620001","4630000","0","0","0","0","0","California","1","2019-12-18 16:31:38","2024-11-26 06:22:05"
"462",NULL,"4630001","4640000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"463",NULL,"4640001","4650000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"464",NULL,"4650001","4660000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"465",NULL,"4660001","4670000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"466",NULL,"4670001","4680000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"467",NULL,"4680001","4690000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"468",NULL,"4690001","4700000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"469",NULL,"4700001","4710000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"470",NULL,"4710001","4720000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"471",NULL,"4720001","4730000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
"472",NULL,"4730001","4740000","0","0","0","0","0","California","1","2019-12-18 16:31:39","2024-11-26 06:22:05"
